ID,Name,Concepticon_ID,Concepticon_Gloss,SrcId,Number
1158_something,something,,,2074,1158
1159_some,some,1241,SOME,2076,1159
1160_verymuchvery,"very much, very",1311,VERY,2079,1160
1161_notatall,not--at all,1240,NOT,2082,1161
1162_notatall,not--at all,1240,NOT,2083,1162
1163_thoroughly,thoroughly,,,2084,1163
1164_thisboxistoobig,This box is too big.,,,2087,1164
1165_givememore,Give me more.,,,2090,1165
1166_abit,a bit,,,2091,1166
1167_letsgoabitfurther,Let's go a bit further.,,,2092,1167
1168_various,various,,,2093,1168
1169_exactly,exactly,,,2095,1169
1170_maybe,maybe,,,2097,1170
1171_perhaps,perhaps,2278,PERHAPS,2098,1171
1172_certainly,certainly,,,2100,1172
1173_certainly,certainly,,,2101,1173
1174_byallmeans,by all means,,,2102,1174
1175_suddenly,suddenly,2920,SUDDENLY,2104,1175
1176_suddenly,suddenly,2920,SUDDENLY,2105,1176
1177_secretly,secretly,,,2106,1177
1178_especiallyintentionally,"especially, intentionally",,,2107,1178
1179_withmightandmain,with might and main,,,2108,1179
1180_again,again,204,AGAIN,2110,1180
1181_again,again,204,AGAIN,2111,1181
1182_yetstill,"yet, still",,,2113,1182
1183_yetstill,"yet, still",,,2114,1183
1184_aminuteago,a minute ago,,,2116,1184
1185_already,already,2576,ALREADY,2117,1185
1186_eachother,each other,,,2119,1186
1187_if,if,1459,IF,2121,1187
1188_to,to,,,2124,1188
1189_uptotill,"up to, till",,,2126,1189
1190_untilnow,until now,,,2127,1190
1191_from,from,693,FROM,2131,1191
1192_in,in,1460,IN,2133,1192
1193_aton,"at, on",1461,AT,2135,1193
1194_with,with,1340,WITH,2137,1194
1195_and,and,1577,AND,2139,1195
1196_of,of,,,2141,1196
1197_also,also,,,2143,1197
1198_erthan,-er than,,,2145,1198
1199_withbymeansof,"with, by means of",1340,WITH,2147,1199
1200_only,only,1580,ONLY,2149,1200
1201_exceptfor,except for,,,2153,1201
1202_only,only,1580,ONLY,2154,1202
1203_beis,"be, is",1579,BE,2156,1203
1204_not,not,1240,NOT,2158,1204
1205_donot,Do not,,,2160,1205
1206_dontdrinkthiswater,Don't drink this water.,,,2161,1206
1207_dontgo,Don't go.,,,2162,1207
1208_dontcome,Don't come.,,,2163,1208
1209_dontspit,Don't spit.,,,2164,1209
1210_quotativeparticle,(quotative particle),,,2166,1210
1211_hesaidicometomorrow,"(He) said, ""I come tomorrow.""",,,2167,1211
1212_because,because,1157,BECAUSE,2169,1212
1213_butthough,"but, though",,,2171,1213
1214_butthough,"but, though",,,2172,1214
1215_althoughitrainedheshowedup,"Although it rained, he showed up.",,,2173,1215
1216_makesmetodostgordertov,"make sme to do stg, order to (v)",,,2175,1216
1217_imadehimtogo,I made him to go.,,,2178,1217
1218_iwanttotakepoultry,I want to take poultry.,,,2181,1218
1219_wantsomethingv,want something (v),,,2182,1219
1220_beis,"be, is",1579,BE,2185,1220
1221_thereisno,there is no,,,2187,1221
1222_becomev,become (v),1990,BECOME,2189,1222
1223_hebecamemayor,He became mayor.,,,2190,1223
1224_becomev,become (v),1990,BECOME,2191,1224
1225_thistreegrowshigh,This tree grows high.,,,2192,1225
1226_itwillgethotter,It will get hotter.,,,2194,1226
1227_can,can,,,2196,1227
1228_canknowhowto,"can, know how to",,,2197,1228
1229_canbeabletomanage,"can, be able to manage",,,2198,1229
1230_maybeallowedtodo,"may, be allowed to do",,,2199,1230
1231_isitallowednowadaystogotosikkimviaindia,Is it allowed nowadays to go to Sikkim via India?,,,2200,1231
1232_possessv,possess (v),,,2202,1232
1233_needbenecessary,"need, be necessary",,,2204,1233
1234_same,same,200,SAME,2206,1234
1235_similar,similar,1558,SIMILAR,2208,1235
1236_other,other,197,OTHER,2210,1236
1237_differentfrom,different from,,,2212,1237
1238_differentfrom,different from,,,2213,1238
1239_differentseparate,"different, separate",,,2214,1239
1240_forthesakeof,for the sake of,,,2216,1240
1241_approximately,approximately,,,2218,1241
1242_likeas,"like, as",,,2219,1242
1243_andsoon,and so on,,,2220,1243
1244_similar,similar,1558,SIMILAR,2223,1244
1245_likeas,"like, as",,,2224,1245
1246_ashesays,"As he says, …",,,2225,1246
1247_oughtto,ought to,,,2227,1247
1248_ioughttogotolhasa,I ought to go to Lhasa.,,,2228,1248
1249_pleasedoit,please do it,,,2230,1249
1250_pleaseeatplease,"Please eat, please.",,,2231,1250
1251_hello,Hello.,3553,HELLO,2233,1251
1252_goodbye,Good-bye,3554,GOODBYE,2235,1252
1253_goodbye,Good-bye,3554,GOODBYE,2236,1253
1254_thankyou,Thank you,,,2238,1254
1255_comehere,Come here!,3555,COME HERE,2240,1255
1256_look,Look!,,,2242,1256
